"","SICto","SICfrom","value"
"8100","81","68.1.2",621.4812257
"8101","82","68.1.2",143.0281774
"8102","84","68.1.2",3916.946476
"8103","85","68.1.2",196.0173212
"8104","86","68.1.2",21.64249139
"8105","87-88","68.1.2",4.117097733
"8107","91","68.1.2",0.612402384
"8108","92","68.1.2",8.256071633
"8109","93","68.1.2",15.62919924
"8110","94","68.1.2",12.22633626
"8111","95","68.1.2",4.464377678
"8112","96","68.1.2",11.53409546
"8123","10.5","68.3",0.952201397
"8129","11.07","68.3",0.952201397
"8131","13","68.3",0.952201397
"8134","16","68.3",1.904402795
"8135","17","68.3",1.904402795
"8136","18","68.3",0.952201397
"8137","19","68.3",0.952201397
"8142","20.4","68.3",1.904402795
"8150","25OTHER","68.3",0.952201397
"8153","27","68.3",0.952201397
"8159","31","68.3",0.952201397
"8160","32","68.3",0.952201397
"8164","35.1","68.3",2.856604192
"8167","37","68.3",0.952201397
"8168","38","68.3",5.713208384
"8170","41-43","68.3",23.80503493
"8171","45","68.3",2.856604192
"8172","46","68.3",3.808805589
"8174","49.1-2","68.3",0.952201397
"8175","49.3-5","68.3",5.713208384
"8178","52","68.3",36.1836531
"8179","53","68.3",13.33081956
"8181","56","68.3",0.952201397
"8182","58","68.3",1.904402795
"8184","61","68.3",36.1836531
"8185","62","68.3",75.22391039
"8186","63","68.3",4.761006987
"8187","64","68.3",2258.621715
"8188","65.1-3","68.3",3.808805589
"8189","66","68.3",5.713208384
"8190","68.1-2","68.3",10.47421537
"8191","68.3","68.3",3.808805589
"8192","69.1","68.3",60.94088943
"8193","69.2","68.3",30.47044472
"8194","70","68.3",6.665409782
"8195","71","68.3",113.3119663
"8196","72","68.3",0.952201397
"8197","73","68.3",30.47044472
"8198","74","68.3",4.761006987
"8200","77","68.3",5.713208384
"8201","78","68.3",33.32704891
"8202","79","68.3",11.42641677
"8203","80","68.3",0.952201397
"8204","81","68.3",36.1836531
"8205","82","68.3",6.665409782
"8206","84","68.3",0.952201397
"8207","85","68.3",3.808805589
"8208","86","68.3",0.952201397
"8214","94","68.3",0.952201397
"8215","95","68.3",1.904402795
"8216","96","68.3",3.808805589
"8217","1","69.1",0.724882479
"8220","5","69.1",1.282274223
"8221","06 & 07","69.1",15.407721
"8222","8","69.1",0.267300439
"8224","10.1","69.1",1.11728059
"8225","10.2-3","69.1",9.096091872
"8226","10.4","69.1",2.99854182
"8227","10.5","69.1",4.139157156
"8228","10.6","69.1",0.172104598
"8229","10.7","69.1",1.015535985
"8230","10.8","69.1",8.194711529
"8232","11.01-6","69.1",1.984075203
"8233","11.07","69.1",5.967279699
"8235","13","69.1",4.030227222
"8236","14","69.1",0.986680863
"8237","15","69.1",1.001570911
"8238","16","69.1",14.16153906
"8239","17","69.1",39.0545668
"8240","18","69.1",127.3452909
"8241","19","69.1",43.72119785
"8242","20A","69.1",0.204408327
"8243","20B","69.1",0.659063179
"8245","20.3","69.1",2.09602253
"8246","20.4","69.1",3.016413796
"8248","21","69.1",0.321378166
"8249","22","69.1",16.58499498
"8250","23OTHER","69.1",0.327352396
"8251","23.5-6","69.1",0.511649068
"8252","24.1-3","69.1",1.132618151
"8253","24.4-5","69.1",1.103496536
"8254","25OTHER","69.1",3.270487644
"8256","26","69.1",2.760397278
"8257","27","69.1",8.452745921
"8258","28","69.1",1.503089938
"8259","29","69.1",22.79609412
"8261","30.3","69.1",1.056158416
"8263","31","69.1",27.76003919
"8264","32","69.1",20.00263866
"8266","33.16","69.1",0.25752259
"8267","33OTHER","69.1",6.617803244
"8268","35.1","69.1",68.39539564
"8269","35.2-3","69.1",25.95544574
"8270","36","69.1",4.21005043
"8271","37","69.1",5.308768274
"8272","38","69.1",17.15004596
"8274","41-43","69.1",343.2077046
"8275","45","69.1",160.1971283
"8276","46","69.1",55.3763943
"8278","49.1-2","69.1",1.00083203
"8279","49.3-5","69.1",109.8902379
"8281","51","69.1",1.978761864
"8282","52","69.1",47.88485539
"8283","53","69.1",341.8892934
"8284","55","69.1",1.970950414
"8285","56","69.1",9.875066721
"8286","58","69.1",47.44892655
"8288","61","69.1",350.5529405
"8289","62","69.1",478.8193911
"8290","63","69.1",56.90664604
"8291","64","69.1",478.6847187
"8292","65.1-3","69.1",12.87017712
"8293","66","69.1",66.25313528
"8294","68.1-2","69.1",111.8490779
"8295","68.3","69.1",0.986755809
"8296","69.1","69.1",1428.418906
"8297","69.2","69.1",548.8238332
"8298","70","69.1",153.7587933
"8299","71","69.1",274.2938672
"8300","72","69.1",11.68530124
"8301","73","69.1",197.3003133
"8302","74","69.1",74.98589789
"8304","77","69.1",78.10624923
"8305","78","69.1",263.3795446
"8306","79","69.1",35.33530792
"8307","80","69.1",17.02738822
"8308","81","69.1",90.35100361
"8309","82","69.1",153.4950224
"8310","84","69.1",5.215146318
"8311","85","69.1",630.3066399
"8312","86","69.1",2.976646619
"8315","91","69.1",3.956391423
"8317","93","69.1",2.021506728
"8318","94","69.1",7.278845258
"8319","95","69.1",3.931396368
"8320","96","69.1",11.47817539
"8321","1","69.2",0.946170473
"8324","5","69.2",2.156416313
"8325","06 & 07","69.2",25.77501899
"8326","8","69.2",0.587515755
"8328","10.1","69.2",1.604854086
"8329","10.2-3","69.2",2.016320279
"8330","10.4","69.2",2.272349312
"8331","10.5","69.2",1.725967651
"8332","10.6","69.2",0.246916492
"8333","10.7","69.2",3.710192037
"8334","10.8","69.2",6.416296916
"8336","11.01-6","69.2",2.260518728
"8337","11.07","69.2",1.562440441
"8339","13","69.2",1.614488103
"8341","15","69.2",0.786435891
"8342","16","69.2",2.767040481
"8343","17","69.2",17.10445646
"8344","18","69.2",3.856075213
"8345","19","69.2",57.1470525
"8346","20A","69.2",0.29982771
"8347","20B","69.2",1.247259143
"8349","20.3","69.2",3.092729089
"8350","20.4","69.2",2.211765108
"8352","21","69.2",0.20056151
"8353","22","69.2",1.38909635
"8354","23OTHER","69.2",0.563542935
"8355","23.5-6","69.2",1.010629079
"8356","24.1-3","69.2",1.410048783
"8357","24.4-5","69.2",2.466467411
"8358","25OTHER","69.2",3.577381929
"8360","26","69.2",2.570140449
"8361","27","69.2",4.172681908
"8362","28","69.2",0.940467189
"8363","29","69.2",2.560006082
"8367","31","69.2",5.382592339
"8368","32","69.2",3.493134654
"8370","33.16","69.2",1.274243577
"8371","33OTHER","69.2",6.277156452
"8372","35.1","69.2",98.00212509
"8373","35.2-3","69.2",25.60318744
"8374","36","69.2",1.132344396
"8375","37","69.2",4.837745086
"8376","38","69.2",14.50483232
"8378","41-43","69.2",73.92622007
"8379","45","69.2",41.5467376
"8380","46","69.2",21.08857765
"8382","49.1-2","69.2",0.766740322
"8383","49.3-5","69.2",94.22019057
"8385","51","69.2",0.768142652
"8386","52","69.2",26.14249832
"8387","53","69.2",131.702485
"8388","55","69.2",0.747637455
"8389","56","69.2",8.834961767
"8390","58","69.2",11.26401289
"8392","61","69.2",97.2054346
"8393","62","69.2",339.7180998
"8394","63","69.2",31.24114623
"8395","64","69.2",320.8682687
"8396","65.1-3","69.2",10.34971667
"8397","66","69.2",15.05948561
"8398","68.1-2","69.2",29.15173315
"8400","69.1","69.2",367.508585
"8401","69.2","69.2",52.0109594
"8402","70","69.2",91.66170394
"8403","71","69.2",213.496048
"8404","72","69.2",6.93266676
"8405","73","69.2",56.21680123
"8406","74","69.2",17.28221004
"8408","77","69.2",29.04048038
"8409","78","69.2",57.32145258
"8410","79","69.2",56.40096707
"8411","80","69.2",5.922058896
"8412","81","69.2",26.15569019
"8413","82","69.2",32.67874071
"8414","84","69.2",5.339630341
"8415","85","69.2",229.9724093
"8416","86","69.2",2.93758616
"8419","91","69.2",3.679198774
"8421","93","69.2",1.527141157
"8422","94","69.2",8.722596683
"8423","95","69.2",3.555335688
"8424","96","69.2",26.47563069
"8432","10.1","70",1.794034729
"8433","10.2-3","70",11.66249411
"8434","10.4","70",8.602367021
"8435","10.5","70",8.479140548
"8437","10.7","70",10.24010956
"8438","10.8","70",23.95647331
"8440","11.01-6","70",7.585954454
"8441","11.07","70",13.1210565
"8443","13","70",1.777087393
"8445","15","70",4.289306335
"8446","16","70",4.078042027
"8447","17","70",42.46635843
"8448","18","70",14.88727956
"8449","19","70",39.95703553
"8450","20A","70",0.997926697
"8453","20.3","70",1.355225944
"8454","20.4","70",3.957851048
"8456","21","70",0.177185868
"8457","22","70",2.861477763
"8458","23OTHER","70",0.136347705
"8461","24.4-5","70",0.459480446
"8462","25OTHER","70",1.345793008
"8464","26","70",9.18096717
"8465","27","70",6.076503193
"8466","28","70",5.011687726
"8467","29","70",1.530896757
"8469","30.3","70",0.980965245
"8471","31","70",8.219770948
"8472","32","70",12.90443636
"8475","33OTHER","70",5.809926603
"8476","35.1","70",72.64530486
"8477","35.2-3","70",14.4413839
"8478","36","70",1.376614856
"8479","37","70",4.991428562
"8480","38","70",12.03308219
"8482","41-43","70",226.8298958
"8483","45","70",44.36773457
"8484","46","70",44.45256181
"8486","49.1-2","70",1.358553188
"8487","49.3-5","70",92.86191013
"8488","50","70",2.890045441
"8489","51","70",4.208154821
"8490","52","70",77.06820381
"8491","53","70",161.413247
"8492","55","70",3.256884549
"8493","56","70",12.41224203
"8494","58","70",26.35702105
"8495","59-60","70",2.269101517
"8496","61","70",587.267184
"8497","62","70",808.0714465
"8498","63","70",180.057026
"8499","64","70",855.2781329
"8500","65.1-3","70",15.58680206
"8501","66","70",54.71696997
"8502","68.1-2","70",37.38461172
"8503","68.3","70",0.975765907
"8504","69.1","70",584.3696826
"8505","69.2","70",327.9492167
"8506","70","70",3570.170558
"8507","71","70",668.922004
"8508","72","70",52.64043747
"8509","73","70",624.4807334
"8510","74","70",273.9110409
"8512","77","70",65.60502166
"8513","78","70",1127.839887
"8514","79","70",23.08886623
"8515","80","70",7.070434958
"8516","81","70",652.5580556
"8517","82","70",873.2432073
"8518","84","70",201.0601709
"8519","85","70",201.8406211
"8520","86","70",2.157030572
"8521","87-88","70",0.196858919
"8522","90","70",1.907717544
"8523","91","70",12.92729076
"8524","92","70",0.776202181
"8525","93","70",3.599189257
"8526","94","70",12.82076448
"8527","95","70",3.835005622
"8528","96","70",32.30399461
"8529","1","71",4.484850132
"8530","2","71",0.104530131
"8531","3","71",0.190877193
"8532","5","71",6.160357823
"8533","06 & 07","71",82.86302864
"8534","8","71",1.261068849
"8535","9","71",78.91920355
"8536","10.1","71",10.60128716
"8537","10.2-3","71",14.9305336
"8538","10.4","71",1.931112792
"8539","10.5","71",8.143067512
"8540","10.6","71",2.184950705
"8541","10.7","71",6.614419827
"8542","10.8","71",22.66916702
"8544","11.01-6","71",1.006945757
"8545","11.07","71",0.859842465
"8547","13","71",2.908442935
"8549","15","71",0.999506507
"8550","16","71",4.915724736
"8551","17","71",80.04673855
"8552","18","71",16.4944986
"8553","19","71",48.47788222
"8554","20A","71",1.66930868
"8555","20B","71",7.275295136
"8556","20C","71",0.485785808
"8557","20.3","71",8.482182982
"8558","20.4","71",0.202921159
"8559","20.5","71",0.108263489
"8560","21","71",0.216392988
"8561","22","71",13.69909424
"8562","23OTHER","71",3.459993791
"8563","23.5-6","71",3.340779452
"8564","24.1-3","71",14.80172522
"8565","24.4-5","71",15.34107141
"8566","25OTHER","71",69.31541584
"8567","25.4","71",1.116092616
"8568","26","71",21.17300349
"8569","27","71",36.58800564
"8570","28","71",25.66320227
"8571","29","71",39.47585101
"8573","30.3","71",18.24068227
"8574","30OTHER","71",1.059907826
"8575","31","71",11.82295139
"8576","32","71",27.98522985
"8577","33.15","71",8.286886105
"8578","33.16","71",102.6373463
"8579","33OTHER","71",60.38528751
"8580","35.1","71",296.6182409
"8581","35.2-3","71",112.4984991
"8582","36","71",2.363930715
"8583","37","71",8.507649682
"8584","38","71",30.14038467
"8586","41-43","71",242.9285091
"8587","45","71",52.93152256
"8588","46","71",146.1167882
"8590","49.1-2","71",2.307219049
"8591","49.3-5","71",186.8409738
"8592","50","71",3.300965138
"8593","51","71",1.020516388
"8594","52","71",188.985553
"8595","53","71",207.7151451
"8596","55","71",5.183496611
"8597","56","71",13.73989501
"8598","58","71",44.32840019
"8599","59-60","71",0.119890565
"8600","61","71",198.9511502
"8601","62","71",834.656848
"8602","63","71",141.7270136
"8603","64","71",799.8098126
"8604","65.1-3","71",8.806224338
"8605","66","71",256.7314764
"8606","68.1-2","71",49.85775966
"8608","69.1","71",731.2338049
"8609","69.2","71",1171.751547
"8610","70","71",501.4101407
"8611","71","71",3633.281215
"8612","72","71",50.65705853
"8613","73","71",515.1614292
"8614","74","71",201.3985647
"8616","77","71",89.95553737
"8617","78","71",542.223866
"8618","79","71",4.174285051
"8619","80","71",3.762377976
"8620","81","71",191.8524749
"8621","82","71",277.864449
"8622","84","71",3461.318437
"8623","85","71",355.55618
"8624","86","71",2.386386455
"8625","87-88","71",0.137969568
"8629","93","71",3.994558031
"8630","94","71",23.38931902
"8631","95","71",16.31556915
"8632","96","71",62.46843098
"8633","1","72",9.50762296
"8634","2","72",6.838958956
"8636","5","72",14.45907674
"8637","06 & 07","72",172.8203597
"8638","8","72",0.414237915
"8640","10.1","72",1.545377248
"8641","10.2-3","72",6.724584461
"8642","10.4","72",2.451768331
"8643","10.5","72",1.369631942
"8644","10.6","72",0.112380296
"8645","10.7","72",1.339046651
"8646","10.8","72",5.766673848
"8648","11.01-6","72",1.986602684
"8649","11.07","72",2.053656384
"8651","13","72",6.262625265
"8653","15","72",4.998571922
"8654","16","72",5.006934845
"8655","17","72",17.9801736
"8656","18","72",2.220085405
"8657","19","72",116.215049
"8658","20A","72",3.477393787
"8659","20B","72",20.63503125
"8660","20C","72",0.774447045
"8661","20.3","72",3.635447522
"8662","20.4","72",6.65238219
"8663","20.5","72",2.217675989
"8664","21","72",21.4517301
"8665","22","72",15.02513126
"8666","23OTHER","72",1.808218694
"8667","23.5-6","72",0.290163068
"8668","24.1-3","72",5.742244172
"8669","24.4-5","72",13.98779243
"8670","25OTHER","72",25.87046198
"8672","26","72",21.00740945
"8673","27","72",31.88134859
"8674","28","72",9.290277251
"8675","29","72",6.800981043
"8677","30.3","72",1.31652174
"8678","30OTHER","72",0.11950072
"8679","31","72",6.016595374
"8680","32","72",7.475554303
"8681","33.15","72",0.12868528
"8682","33.16","72",8.782194383
"8683","33OTHER","72",24.19524362
"8684","35.1","72",446.0372969
"8685","35.2-3","72",153.5064288
"8686","36","72",7.591373422
"8687","37","72",8.160560431
"8688","38","72",22.63934302
"8690","41-43","72",31.68260726
"8691","45","72",57.4216985
"8692","46","72",85.46941846
"8694","49.1-2","72",2.323772265
"8695","49.3-5","72",51.17690453
"8696","50","72",0.429227623
"8697","51","72",2.054658047
"8698","52","72",27.40301062
"8699","53","72",41.15137422
"8701","56","72",3.173271562
"8702","58","72",8.644979866
"8704","61","72",37.36733646
"8705","62","72",151.2171969
"8706","63","72",36.5554794
"8707","64","72",285.8520219
"8708","65.1-3","72",10.61050867
"8709","66","72",31.29821418
"8710","68.1-2","72",107.2622705
"8712","69.1","72",54.24538503
"8713","69.2","72",43.73086898
"8714","70","72",38.05701022
"8715","71","72",73.59891949
"8716","72","72",303.6481513
"8717","73","72",30.52882189
"8718","74","72",133.2472953
"8720","77","72",34.55962704
"8721","78","72",535.0455479
"8722","79","72",3.24929935
"8723","80","72",41.21323981
"8724","81","72",90.68327507
"8725","82","72",197.5240812
"8726","84","72",25.15988847
"8727","85","72",405.6788706
"8728","86","72",5.363588753
"8729","87-88","72",0.159025447
"8733","93","72",15.67045583
"8734","94","72",2.315136588
"8735","95","72",0.100048101
"8736","96","72",8.764926652
"8737","1","73",1.133050659
"8742","8","73",0.164496136
"8744","10.1","73",10.86613988
"8745","10.2-3","73",27.5071066
"8746","10.4","73",2.132948727
"8747","10.5","73",13.41972332
"8748","10.6","73",0.680117463
"8749","10.7","73",10.40701901
"8750","10.8","73",23.38833047
"8751","10.9","73",8.434297981
"8752","11.01-6","73",7.251561389
"8753","11.07","73",18.25769018
"8754","12","73",0.990195896
"8755","13","73",4.284234559
"8756","14","73",0.204364295
"8757","15","73",5.412727898
"8758","16","73",9.216088744
"8759","17","73",166.3909547
"8760","18","73",490.4148312
"8761","19","73",32.11243688
"8762","20A","73",1.888085778
"8763","20B","73",3.926920248
"8764","20C","73",1.641628031
"8765","20.3","73",107.2994437
"8766","20.4","73",20.39569836
"8767","20.5","73",1.892598513
"8768","21","73",2.347370879
"8769","22","73",22.28613914
"8770","23OTHER","73",3.317676369
"8771","23.5-6","73",6.397028224
"8773","24.4-5","73",1.529222947
"8774","25OTHER","73",21.41702898
"8776","26","73",26.91650127
"8777","27","73",3.422775462
"8778","28","73",13.76217417
"8779","29","73",35.41059611
"8781","30.3","73",2.245586009
"8782","30OTHER","73",1.009302526
"8783","31","73",6.157121576
"8784","32","73",40.90031294
"8786","33.16","73",0.530887556
"8787","33OTHER","73",30.96731329
"8788","35.1","73",111.3851795
"8789","35.2-3","73",40.64866662
"8790","36","73",6.68658972
"8791","37","73",24.68082092
"8792","38","73",52.86347053
"8793","39","73",0.146515835
"8794","41-43","73",207.4137354
"8795","45","73",320.1368329
"8796","46","73",348.3983046
"8798","49.1-2","73",4.13776028
"8799","49.3-5","73",243.5557268
"8800","50","73",11.29262216
"8801","51","73",4.258676951
"8802","52","73",51.79417545
"8803","53","73",166.4178268
"8804","55","73",3.461579258
"8805","56","73",12.59443411
"8806","58","73",700.7143724
"8807","59-60","73",131.594935
"8808","61","73",838.8655798
"8809","62","73",743.4449979
"8810","63","73",169.1640932
"8811","64","73",545.6765785
"8812","65.1-3","73",28.5893677
"8813","66","73",40.57645432
"8814","68.1-2","73",91.05804896
"8816","69.1","73",554.9141713
"8817","69.2","73",74.40547612
"8818","70","73",1801.79669
"8819","71","73",572.2221617
"8820","72","73",41.4364455
"8821","73","73",608.1664435
"8822","74","73",26.27280904
"8823","75","73",7.036875652
"8824","77","73",105.1379478
"8825","78","73",495.1885921
"8826","79","73",9.925761081
"8827","80","73",10.77597692
"8828","81","73",91.57535926
"8829","82","73",66.88215039
"8830","84","73",12.09408845
"8831","85","73",271.324232
"8832","86","73",2.473149809
"8833","87-88","73",96.25933154
"8834","90","73",5.534218758
"8835","91","73",90.55441854
"8836","92","73",53.21188502
"8837","93","73",7.594158322
"8838","94","73",222.5293094
"8839","95","73",6.513540729
"8840","96","73",110.0569829
"8841","1","74",1.006829191
"8844","5","74",0.800033736
"8845","06 & 07","74",9.872317104
"8846","8","74",0.294722611
"8847","9","74",2.189873594
"8848","10.1","74",3.495957145
"8849","10.2-3","74",12.3378784
"8850","10.4","74",10.46810116
"8851","10.5","74",6.14654213
"8852","10.6","74",0.431875307
"8853","10.7","74",6.941075986
"8854","10.8","74",16.59149193
"8856","11.01-6","74",3.002793969
"8857","11.07","74",6.722649526
"8859","13","74",3.109481302
"8861","15","74",2.9021088
"8862","16","74",2.440739937
"8863","17","74",15.9471805
"8864","18","74",12.40784987
"8865","19","74",65.04193372
"8866","20A","74",0.224030137
"8867","20B","74",2.754566199
"8869","20.3","74",1.845808283
"8870","20.4","74",5.711249497
"8871","20.5","74",0.986579075
"8872","21","74",0.883743572
"8873","22","74",5.828038285
"8874","23OTHER","74",2.393514453
"8875","23.5-6","74",0.551191225
"8876","24.1-3","74",1.642426018
"8877","24.4-5","74",1.12647379
"8878","25OTHER","74",7.778899997
"8880","26","74",7.773009467
"8881","27","74",7.948815654
"8882","28","74",2.136481265
"8883","29","74",2.510968194
"8885","30.3","74",0.272355401
"8887","31","74",7.170679232
"8888","32","74",6.675011166
"8889","33.15","74",0.269517661
"8890","33.16","74",1.624080525
"8891","33OTHER","74",7.321798676
"8892","35.1","74",59.53044945
"8893","35.2-3","74",17.80038641
"8894","36","74",3.091191429
"8895","37","74",4.416222076
"8896","38","74",11.05838493
"8898","41-43","74",81.10570254
"8899","45","74",43.65460793
"8900","46","74",44.12101417
"8902","49.1-2","74",1.124883193
"8903","49.3-5","74",43.33954683
"8904","50","74",2.11870557
"8905","51","74",1.986505147
"8906","52","74",48.70164736
"8907","53","74",43.78075418
"8908","55","74",2.129096207
"8909","56","74",4.556021649
"8910","58","74",9.953930278
"8912","61","74",108.2846198
"8913","62","74",412.7099128
"8914","63","74",81.73171585
"8915","64","74",433.8876856
"8916","65.1-3","74",7.392606737
"8917","66","74",60.89698666
"8918","68.1-2","74",26.70791062
"8920","69.1","74",211.5091857
"8921","69.2","74",287.3511824
"8922","70","74",307.4312247
"8923","71","74",598.8693616
"8924","72","74",23.65271308
"8925","73","74",150.227123
"8926","74","74",711.6096052
"8928","77","74",33.94209499
"8929","78","74",171.6548119
"8930","79","74",1.969602871
"8931","80","74",551.5988361
"8932","81","74",281.5695726
"8933","82","74",269.5687685
"8934","84","74",151.0521564
"8935","85","74",60.84175065
"8936","86","74",1.090215019
"8937","87-88","74",0.105627736
"8939","91","74",2.930755334
"8940","92","74",0.604033141
"8941","93","74",1.166673011
"8942","94","74",56.71087996
"8943","95","74",1.786046579
"8944","96","74",24.20965061
"8952","10.1","75",0.994186047
"8953","10.2-3","75",2.98255814
"8955","10.5","75",0.994186047
"8957","10.7","75",0.994186047
"8958","10.8","75",3.976744186
"8963","13","75",0.994186047
"8965","15","75",0.994186047
"8967","17","75",3.976744186
"8968","18","75",0.994186047
"8969","19","75",5.965116279
"8974","20.4","75",3.976744186
"8975","20.5","75",0.994186047
"8976","21","75",0.994186047
"8977","22","75",2.98255814
"8978","23OTHER","75",0.994186047
"8982","25OTHER","75",0.994186047
"8984","26","75",1.988372093
"8990","30OTHER","75",0.994186047
"8991","31","75",0.994186047
"8992","32","75",7.953488372
"8995","33OTHER","75",19.88372093
"8996","35.1","75",11.93023256
"8997","35.2-3","75",7.953488372
"8998","36","75",0.994186047
"8999","37","75",2.98255814
"9000","38","75",6.959302326
"9002","41-43","75",16.90116279
"9003","45","75",5.965116279
"9004","46","75",20.87790698
"9006","49.1-2","75",0.994186047
"9007","49.3-5","75",15.90697674
"9010","52","75",0.994186047
"9011","53","75",2.98255814
"9013","56","75",0.994186047
"9014","58","75",0.994186047
"9016","61","75",13.91860465
"9017","62","75",32.80813953
"9018","63","75",2.98255814
"9019","64","75",10.93604651
"9020","65.1-3","75",3.976744186
"9022","68.1-2","75",3.976744186
"9024","69.1","75",16.90116279
"9025","69.2","75",2.98255814
"9026","70","75",0.994186047
"9027","71","75",20.87790698
"9028","72","75",30.81976744
"9029","73","75",2.98255814
"9030","74","75",4.970930233
"9031","75","75",82.51744186
"9032","77","75",9.941860465
"9033","78","75",13.91860465
"9036","81","75",9.941860465
"9037","82","75",9.941860465
"9038","84","75",1.988372093
"9039","85","75",13.91860465
"9040","86","75",20.87790698
"9041","87-88","75",207.7848837
"9048","96","75",5.965116279
"9049","1","77",40.35279444
"9050","2","77",4.662220008
"9051","3","77",0.325824379
"9052","5","77",2.239857018
"9053","06 & 07","77",51.9268405
"9054","8","77",1.186480675
"9055","9","77",3.701031277
"9056","10.1","77",5.589341478
"9057","10.2-3","77",5.70238522
"9058","10.4","77",1.208439838
"9059","10.5","77",3.596542954
"9060","10.6","77",3.545099417
"9061","10.7","77",2.669949225
"9062","10.8","77",7.761378341
"9063","10.9","77",33.2250555
"9064","11.01-6","77",0.518293922
"9065","11.07","77",1.614437486
"9067","13","77",3.472611677
"9068","14","77",0.158176872
"9069","15","77",2.011840536
"9070","16","77",12.41353893
"9071","17","77",22.04979281
"9072","18","77",12.38755348
"9073","19","77",44.23525611
"9074","20A","77",1.450125916
"9075","20B","77",3.255207835
"9076","20C","77",2.040861553
"9077","20.3","77",3.25874358
"9078","20.4","77",7.278979512
"9079","20.5","77",0.514879009
"9080","21","77",2.429155524
"9081","22","77",21.91448619
"9082","23OTHER","77",3.305844424
"9083","23.5-6","77",4.034190797
"9084","24.1-3","77",7.096526018
"9085","24.4-5","77",4.152442202
"9086","25OTHER","77",25.2539497
"9087","25.4","77",1.638795498
"9088","26","77",12.88497341
"9089","27","77",82.10944126
"9090","28","77",26.85716594
"9091","29","77",8.671162996
"9093","30.3","77",0.736754521
"9094","30OTHER","77",1.255068912
"9095","31","77",10.26925863
"9096","32","77",10.80802277
"9097","33.15","77",2.296415873
"9098","33.16","77",3.049725669
"9099","33OTHER","77",47.19835327
"9100","35.1","77",228.8979817
"9101","35.2-3","77",68.84471426
"9102","36","77",8.852994718
"9103","37","77",11.81611384
"9104","38","77",33.92752698
"9106","41-43","77",181.5630984
"9107","45","77",923.305262
"9108","46","77",105.6437026
"9110","49.1-2","77",5.758844529
"9111","49.3-5","77",303.5336803
"9112","50","77",12.54095057
"9113","51","77",3.121380772
"9114","52","77",287.9305902
"9115","53","77",120.0470675
"9116","55","77",0.662816478
"9117","56","77",2.741093626
"9118","58","77",8.445193277
"9119","59-60","77",0.268028984
"9120","61","77",185.8395877
"9121","62","77",373.5078812
"9122","63","77",49.77063429
"9123","64","77",605.2190066
"9124","65.1-3","77",51.68252682
"9125","66","77",89.71861137
"9126","68.1-2","77",58.10870004
"9127","68.3","77",0.284865829
"9128","69.1","77",605.6448957
"9129","69.2","77",171.0468814
"9130","70","77",172.2110702
"9131","71","77",547.6858359
"9132","72","77",8.621281576
"9133","73","77",444.0661653
"9134","74","77",77.79610368
"9135","75","77",2.52753916
"9136","77","77",752.4573117
"9137","78","77",248.9182263
"9138","79","77",98.11794234
"9139","80","77",38.74172495
"9140","81","77",94.53604263
"9141","82","77",139.7633068
"9142","84","77",18.60583267
"9143","85","77",37.55905899
"9144","86","77",2.186785413
"9145","87-88","77",6.087002656
"9146","90","77",0.166395335
"9147","91","77",0.219344189
"9148","92","77",3.143908737
"9149","93","77",3.034744475
"9150","94","77",8.692693268
"9151","95","77",4.931094724
"9152","96","77",145.5245809
"9153","1","78",3.005051433
"9156","5","78",3.934945303
"9157","06 & 07","78",48.93394524
"9158","8","78",1.218768761
"9160","10.1","78",9.899880609
"9161","10.2-3","78",30.99355411
"9162","10.4","78",19.51170399
"9163","10.5","78",17.75873325
"9164","10.6","78",1.005130032
"9165","10.7","78",17.49990988
"9166","10.8","78",49.22379835
"9168","11.01-6","78",10.26606962
"9169","11.07","78",21.7671048
"9171","13","78",6.925013548
"9173","15","78",6.725577358
"9174","16","78",13.00599906
"9175","17","78",48.338409
"9176","18","78",19.34024917
"9177","19","78",24.13586477
"9178","20A","78",0.647118346
"9179","20B","78",16.73946308
"9180","20C","78",4.353793633
"9181","20.3","78",6.449291321
"9182","20.4","78",21.85911131
"9183","20.5","78",1.138178313
"9184","21","78",1.207508509
"9185","22","78",24.35831541
"9186","23OTHER","78",5.133040177
"9187","23.5-6","78",3.343334041
"9188","24.1-3","78",1.85984814
"9189","24.4-5","78",3.414721995
"9190","25OTHER","78",18.74831573
"9191","25.4","78",0.973155642
"9192","26","78",4.82139962
"9193","27","78",14.32856371
"9194","28","78",3.214370859
"9195","29","78",4.80283415
"9197","30.3","78",0.142055466
"9199","31","78",20.97990776
"9200","32","78",8.262160057
"9202","33.16","78",0.410152307
"9203","33OTHER","78",20.07097236
"9204","35.1","78",182.9916433
"9205","35.2-3","78",56.54767816
"9206","36","78",5.899785491
"9207","37","78",7.8220242
"9208","38","78",17.90727065
"9210","41-43","78",120.7854334
"9211","45","78",122.2402622
"9212","46","78",72.90075866
"9214","49.1-2","78",1.540283707
"9215","49.3-5","78",98.85432479
"9216","50","78",3.726164361
"9217","51","78",3.499918809
"9218","52","78",209.4846938
"9219","53","78",103.9852549
"9220","55","78",2.2365869
"9221","56","78",0.759531544
"9222","58","78",5.081525137
"9223","59-60","78",0.205795687
"9224","61","78",187.512889
"9225","62","78",286.1252591
"9226","63","78",18.30109772
"9227","64","78",873.665086
"9228","65.1-3","78",10.07717342
"9229","66","78",53.14106579
"9230","68.1-2","78",42.71727373
